unique_words/months,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Grand Total
372,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,6
373,,,,,,,,,,1,,,1,,1,,1,2,3,,2,3,1,15
374,,,,,,,,,,,1,,,,,,,,1,,1,,,3
375,,,,,,,,,,,,1,,2,,,1,,1,,,2,,7
376,,,,,,,,1,,,,,,1,,,,1,1,1,3,,,8
377,,,,,,,,,,,,,2,,2,1,3,4,,2,1,,,15
378,,,,,,,,,,,,,1,,,,1,1,2,1,1,,,7
379,,,,,,,,,,,,1,,,,,1,2,2,,2,1,,9
380,,,,,,,,,,,,1,1,,,,2,,2,,1,,,7
381,,,,,,,,,,,,1,,,,1,3,6,2,2,2,,1,18
382,,,,,,,,,,,,1,,,1,2,1,3,2,,2,,2,14
383,,,,,,,,,,,,1,,1,2,,,2,2,,1,,1,10
384,,,,,,,,,,,,,1,1,1,,1,,,,1,,2,7
385,,,,,1,,,,,,1,,,,,2,1,1,,1,,,2,9
386,,,,,,,,,1,,,1,,,,,1,1,,,1,1,1,7
387,,,,,,,,,,,,,,,1,2,,1,,,3,1,1,9
388,,,,,,,,1,,,,,,,2,,,,,,1,2,1,7
389,,,,,,,,,,,,,,,,,1,3,1,,1,2,2,10
390,,,,,,,,,,,,,,,,,3,2,1,2,1,,1,10
391,,,,,,,,,,,,,,,1,1,5,1,,1,3,,,12
392,,,,,,,,,,,,1,,,,,1,3,,,,,,5
393,,,,,,,,,,,,,1,1,,1,1,1,1,,1,,1,8
394,,,,,,,,1,,,,,,1,,,2,1,1,,1,,3,10
395,,,,,,,,,,,,,1,,,1,2,3,2,,1,,,10
396,,,,,,,1,,,,1,,,,1,2,2,,2,2,1,,1,13
397,,,,,,,,,,1,,,,,,,4,2,,2,2,1,1,13
398,,,,,,,,,,,,,,,1,,4,,1,1,1,1,2,11
399,,,,,,,,,,,,,,,,,4,1,,,1,,,6
400,,,,,,,,,,,,,,,1,,,1,2,1,1,,1,7
401,,,,,,,,,,,,,,1,1,1,,2,1,,2,2,3,13
402,,,,,,,,,,,,,,2,1,2,2,3,1,,2,1,1,15
403,,,,,,,,,,,,,,,1,,1,1,,,,,,3
404,,,,,,,,,1,,,,2,,,,,1,2,,3,1,1,11
405,,,,,,,,,,,,,,,1,1,1,1,5,,1,2,,12
406,,,,,,,,,,,,1,,,,2,,,2,1,,1,3,10
407,,,,,,,,,,,1,,1,,,2,,3,1,,3,,1,12
408,,,,,,,,,,,,,,,,,1,,,1,1,,,3
409,,,,,,,,,,,,,,1,,1,2,,3,,2,,1,10
410,,,,,,,,,,,,,,,2,,1,2,,1,1,,,7
411,,,,,,,,,,,,,,1,,,2,1,2,,2,,2,10
412,,,,,,,,,,,,,1,,1,1,,4,,,2,,3,12
413,,,,,,,,,,,,,2,,,,1,2,,1,2,1,1,10
414,,,,,,,,,,,1,,,,,,,2,1,1,3,,1,9
415,,,,,,,,,,,,,,1,,2,1,2,1,,,,1,8
416,,,,,,,,,,,,,,,,,,1,1,,4,,,6
417,,,,,,,,,,,,,,,,,3,4,2,,1,3,,13
418,,,,,,,,,,,,,,,,,1,,2,,1,,2,6
419,,,,,,,,,,,,,,,,,2,,,,1,1,1,5
420,,,,,,,,,,,,,,1,,,2,3,1,2,1,2,,12
421,,,,,,,,,1,,,,,1,,2,1,4,1,1,,,3,14
422,,,,,,,,,,,,,,1,1,,,,,1,,1,,4
423,,,,,,,,,,,,,,,1,1,4,2,,1,1,3,,13
424,,,,,,,,,,,,,,,,1,3,,,1,3,2,1,11
425,,,,,,,,,,,,,,,1,,1,1,1,1,3,,1,9
426,,,,,,,,,,,,,1,1,1,,1,3,,,2,,3,12
427,,,,,,,,,,,,,,,,,4,1,,,,,2,7
428,,,,,,,,,,,,,,,,,4,,3,,,,,7
429,,,,,,,,,,,,,1,,,1,1,,,1,2,1,,7
430,,,,,,,,,,,,,,1,,,,2,1,,,,1,5
431,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,7
432,,,,,,,,,,,,1,,1,,1,4,,,2,3,,,12
433,,,,,,,,,,,,,,1,1,,2,,,1,4,,,9
434,,,,,,,,,,,,1,,,,,2,2,,,3,2,2,12
435,,,,,,,,,,,,,2,,,,2,1,3,,2,,,10
436,,,,,,,,,,,,1,,,,,1,1,2,,1,,1,7
437,,,,,,,,,,,,,,,,1,1,2,1,,2,,,7
438,,,,,,,,,,,,,,,,1,1,1,1,,1,3,,8
439,,,,,,,,,,,1,,1,,,2,1,2,2,,3,,,12
440,,,,,,,,,,,,,,,,,2,2,,,,,1,5
441,,,,,,,,,,,,,,,,1,,1,,,2,1,3,8
442,,,,,,,,,,,,,,,1,3,1,1,1,,3,1,2,13
443,,,,,,,,,,,1,,,,3,,,1,,,,1,1,7
444,,,,,,,,,,,,,,,,,2,1,2,,5,,2,12
445,,,,,,,,,,,,,,1,1,,,1,,1,5,,1,10
446,,,,,,,,,,,,,1,,,1,1,5,1,,,,,9
447,,,,,,,,,,,,,,,,1,,1,2,,4,1,,9
448,,,,,,,,,,,,,,,1,1,,3,,,6,,1,12
449,,,,,,,,,,,,,,,,,2,2,1,,2,,1,8
450,,,,,,,,,,,,,1,,,,1,1,,,2,1,,6
451,,,,,,,,,,,,1,,,1,,3,1,3,,2,,1,12
452,,,,,,,,,,,,,,2,1,,3,2,1,2,1,,2,14
453,,,,,,,,,,,,1,,,,,1,,1,,2,1,1,7
454,,,,,,,,,,,1,2,,1,,1,3,2,2,,1,,,13
455,,,,,,,,,,,,,,1,,,1,1,2,1,4,1,,11
456,,,,,,,,,,,,,1,,,3,1,1,1,2,1,,4,14
457,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,9
458,,,,,,,,,,,,1,,,,,,,1,1,4,,1,8
459,,,,,,,,,,,,,1,,1,1,,,3,2,2,1,4,15
460,,,,,,,,,,,,,,,,,1,1,,,4,1,1,8
461,,,,,,,,,,,,,,,,,5,,1,1,3,,,10
462,,,,,,,,,,,,,,,,1,,1,2,,2,3,4,13
463,,,,,,,,,,,,1,,,,1,1,,1,,3,2,,9
464,,,,,,,,,,,,,,,1,,,2,1,1,1,1,,7
465,,,,,,,,,,,,,,,1,,2,,,,2,,2,7
466,,,,,,,,,,,,1,,,,2,,2,,1,2,,2,10
467,,,,,,,,,,,1,,,,,1,1,2,,,1,,2,8
468,,,,,,,,,,,,,,,,,,2,2,,4,2,1,11
469,,,,,,,,,,,,,,,,,1,1,,,2,1,1,6
470,,,,,,,,,,,,,,1,,,,3,1,1,3,1,1,11
471,,,,,,,,,,,,2,,1,1,1,2,1,2,,1,,1,12
472,,,,,,,,,,,,1,,,,4,4,1,,1,3,1,1,16
473,,,,,,,,,,,,,,,,1,,2,,,3,1,,7
474,,,,,,,,,,,,,,,,,6,3,,,3,,3,15
475,,,,,,,,,,,,,1,,,1,2,1,,,4,2,1,12
476,,,,,,,,,,,,1,,1,1,,,1,1,,1,1,1,8
477,,,,,,,,,,,,,,,,1,2,1,1,,1,,,6
478,,,,,,,,,,,,1,,,,2,,2,1,2,1,2,1,12
479,,,,,,,,,,,,,,,,1,2,3,,1,3,1,1,12
480,,,,,,,,,,,,1,1,1,,,2,3,,1,2,2,3,16
481,,,,,,,,,,,,,,1,,,,1,1,,,1,,4
482,,,,,,,,,,,,,,,1,,,2,,1,2,,2,8
483,,,,,,,,,,,,1,,,2,1,1,1,1,,2,1,3,13
484,,,,,,,,,,,,,,,,,1,1,1,1,,1,2,7
485,,,,,,,,,1,,,,1,1,,1,5,,,1,1,,1,12
486,,,,,,,,,,,,,,,,,1,2,,,3,1,2,9
487,,,,,,,,,,,,,1,,,,1,,,,1,2,2,7
488,,,,,,,,,,1,,,,,1,1,,2,1,,1,,1,8
489,,,,,,,,,,,,,,,,,,2,,1,2,,3,8
490,,,,,,,,,,,,1,1,,,1,2,1,,3,4,3,1,17
491,,,,,,,,,,,,,1,,,1,1,1,,,2,,1,7
492,,,,,,,,,,,,1,,,,,4,2,,1,2,,1,11
493,,,,,,,,,,,,,,,,1,1,1,1,,1,,,5
494,,,,,,,,,,,,,,,,,2,2,,2,2,,1,9
495,,,,,,,,,,,,,,,1,1,2,3,,1,2,,,10
496,,,,,,,,,,,,1,,,1,,2,2,,,1,1,2,10
497,,,,,,,,,,,,,,,,,,4,,,4,,3,11
498,,,,,,,,,,,,,,1,,,3,1,1,,3,1,1,11
499,,,,,,,,,,,,,,,,1,,1,,1,1,,,4
500,,,,,,,,,,,,,,,1,,1,,,,3,,1,6
501,,,,,,,,,,,,,,,,1,1,2,,1,1,,,6
502,,,,,,,,,,,1,,,,,,4,,2,1,6,1,,15
503,,,,,,,,,,,,2,,,,2,2,1,1,1,3,,3,15
504,,,,,,,,,,,,,,,,1,3,2,,,3,,1,10
505,,,,,,,,,,,,,,,,1,2,1,,1,1,1,2,9
506,,,,,,,,,,,,,,,,,,,1,,5,2,2,10
507,,,,,,,,,,,,,,,,,1,3,1,2,1,2,1,11
508,,,,,,,,,,,1,,,,,,1,2,1,1,1,,6,13
509,,,,,,,,,,,,,,,,,1,1,1,,3,,,6
510,,,,,,,,,,,,,,,,,2,,1,,2,2,1,8
511,,,,,,,,,,,,,,,1,,1,,,,,1,3,6
512,,,,,,,,,,,,,,,,2,,,,,3,,2,7
513,,,,,,,,,,,,1,,,,,,2,,1,3,1,1,9
514,,,,,,,,,,,,,,,1,,2,1,,1,1,,3,9
515,,,,,,,,,,,,,,,1,,3,1,,,1,,,6
516,,,,,,,,,,,,,,,,,,,1,,4,,,5
517,,,,,,,,,,,1,,,,,,3,2,,,2,,6,14
518,,,,,,,,,,,,,,,1,,1,1,,,,,2,5
519,,,,,,,,,,,,,,,,,3,2,,,3,,2,10
520,,,,,,,,,,,,,,,,,1,1,1,,2,1,1,7
521,,,,,,,,,,,,,,,,,,2,,1,3,,,6
522,,,,,,,,,,,,,,,,1,2,3,1,,4,1,5,17
523,,,,,,,,,,,,,,,1,,1,1,,1,1,1,1,7
524,,,,,,,,,,,,,,,1,,1,1,,1,,2,1,7
525,,,,,,,,,,,,,,1,,,1,,,1,3,1,,7
526,,,,,,,,,,,,,,,,,,2,,,2,2,,6
527,,,,,,,,,,,,,,,,,4,,2,1,2,2,2,13
528,,,,,,,,,,,,,,,1,,1,4,1,1,,1,1,10
529,,,,,,,,,,,,,1,,,,1,,1,,1,1,2,7
530,,,,,,,,,,,,,,,,1,1,,,1,6,1,1,11
531,,,,,,,,,,,,,,,,1,4,,1,1,2,,2,11
532,,,,,,,,,,,,,,1,,1,1,1,1,2,1,1,1,10
533,,,,,,,,,,,,,,,,1,,1,,,1,,1,4
534,,,,,,,,,,,,,,,,,2,2,,,1,1,1,7
535,,,,,,,,,,,,1,,,,1,1,1,,,,,2,6
536,,,,,,,,,,,,,,,,,1,,,,3,2,3,9
537,,,,,,,,,,,,,,1,,2,,1,,,1,2,2,9
538,,,,,,,,,,,,,1,,,,,1,,2,2,,,6
539,,,,,,,,,,,,,,,,,3,1,2,1,2,,2,11
540,,,,,,,,,,,,,,,,,1,1,,,2,,1,5
541,,,,,,,,,,,,,,,,1,1,,1,2,2,2,2,11
542,,,,,,,,,,,,,,,,1,1,2,,1,2,1,2,10
543,,,,,,,,,,,,,,,,,2,1,1,,4,1,2,11
544,,,,,,,,,,,,,1,,1,1,,,,1,3,2,3,12
545,,,,,,,,,,,,,,,,1,3,1,2,,,2,1,10
546,,,,,,,,,,,,,,1,,,1,1,1,,3,,3,10
547,,,,,,,,,,,,1,,,,,1,,1,1,4,,1,9
548,,,,,,,,,,,,1,,,,,,3,2,4,,1,4,15
549,,,,,,,,,,,,,,,1,1,2,1,,1,3,2,,11
550,,,,,,,,,,,,,,,1,,2,3,,1,5,1,,13
551,,,,,,,,,,,,,1,,1,1,1,1,1,,3,,,9
552,,,,,,,,,1,,,,,,,,,1,2,1,3,2,3,13
553,,,,,,,,,,,,,,,,,,,4,,3,2,3,12
554,,,,,,,,,,,,,,,1,,2,1,,2,3,,4,13
555,,,,,,,,,,,,,,,,,2,3,1,1,4,,4,15
556,,,,,,,,,,,,,,,,,3,,,2,4,,1,10
557,,,,,,,,,,,,,,,,,1,,1,,2,,3,7
558,,,,,,,,,,,,,,,,,,2,,,2,2,3,9
559,,,,,,,,,,,,,,,,,,,,,3,,5,8
560,,,,,,,,,,,,,,,,1,,1,1,,2,2,2,9
561,,,,,,,,,,,,,,,,1,1,,,1,3,2,1,9
562,,,,,,,,,,,,,,,,1,2,,,1,4,,1,9
563,,,,,,,,,,,,,,,,1,1,1,1,1,3,2,,10
564,,,,,,,,,,,,,,,,,1,,1,,1,1,1,5
565,,,,,,,,,,,,,,,,,,3,,3,6,1,2,15
566,,,,,,,,,,,,1,,,1,,1,1,1,1,3,,2,11
567,,,,,,,,,,,,,,,,,,,,1,1,2,2,6
568,,,,,,,,,,,,,,,,1,2,1,1,1,2,,,8
569,,,,,,,,,,,,,1,,,1,1,1,1,,4,1,3,13
570,,,,,,,,,,,,,,,,,2,,,3,5,,2,12
571,,,,,,,,,,,,,,,1,,2,1,,1,,2,1,8
572,,,,,,,,,,,,,,,,,,1,1,,3,,5,10
573,,,,,,,,,,,,,,,,,2,1,,,3,,1,7
574,,,,,,,,,,,,,,,,,2,,2,,2,1,5,12
575,,,,,,,,,,,,,,1,1,,,,2,1,3,,4,12
576,,,,,,,,,,,,,,,,,,,1,,6,1,2,10
577,,,,,,,,,,,,,,1,,,1,,1,,1,,2,6
578,,,,,,,,,,,,,,,,1,,,,,5,1,2,9
579,,,,,,,,,,,,,,,,1,1,,3,,1,1,,7
580,,,,,,,,,,,,1,,,,1,,1,,1,2,2,4,12
581,,,,,,,,,,,,,,,,,1,,2,,2,4,2,11
582,,,,,,,,,,,,,,,,,2,1,2,,5,,6,16
583,,,,,,,,,,,,,,,,1,1,,,2,,2,1,7
584,,,,,,,,,,,,,,,1,1,,1,2,2,2,,2,11
585,,,,,,,,,,,,,,,,1,,,1,1,4,,,7
586,,,,,,,,,,,,,,,,,1,1,1,1,1,,2,7
587,,,,,,,,,,,,,,1,,1,,2,1,1,2,3,1,12
588,,,,,,,,,,,,,,,,,,,,,3,1,3,7
589,,,,,,,,,,,,,,,,,,2,3,,4,3,1,13
590,,,,,,,,,,,,,,,,,,,1,2,3,2,7,15
591,,,,,,,,,,,,,,,,1,,,,,3,,5,9
592,,,,,,,,,,,,,,,,,2,1,2,1,5,1,1,13
593,,,,,,,,,,,,,,,,,1,,,,3,,,4
594,,,,,,,,,,,,,,,,,,,,,3,1,2,6
595,,,,,,,,,,,,,,,,,1,,,3,1,,2,7
596,,,,,,,,,,,,,,,,,,1,,2,2,1,,6
597,,,,,,,,,,,,,1,,,,1,,,1,4,1,2,10
598,,,,,,,,,,,,,,,,,1,1,1,,4,,4,11
599,,,,,,,,,,,,,,1,,1,,1,1,1,3,,1,9
600,,,,,,,,,,,,,,,1,,1,1,,,1,1,2,7
601,,,,,,,,,,,,,,,,,2,,,1,2,,2,7
602,,,,,,,,,,,,,,,,,,,,3,1,,2,6
603,,,,,,,,,,,,,,,,,,,2,,,1,3,6
604,,,,,,,,,,,,,,,,1,,2,,1,4,2,2,12
605,,,,,,,,,,,,,,,,,,2,2,,6,,1,11
606,,,,,,,,,,,,,,,,,,1,,,3,1,1,6
607,,,,,,,,,,,,,1,,,,,1,1,2,1,1,,7
608,,,,,,,,,,,,,,,,,1,2,,,6,,1,10
609,,,,,,,,,,,,,,,,,,,2,,1,1,4,8
610,,,,,,,,,,,,,,,,,1,3,1,1,3,2,2,13
611,,,,,,,,,,,,,,,,,,,1,,2,2,3,8
612,,,,,,,,,,,,,,,,,,,2,1,,,2,5
613,,,,,,,,,,,,,,,,2,,,,,3,2,5,12
614,,,,,,,,,,,,,,,,,,,1,,3,2,,6
615,,,,,,,,,,,,,,,,1,1,,,,7,2,3,14
616,,,,,,,,,,,,,,,,1,,,,,1,1,1,4
617,,,,,,,,,,,,,,,,,,,1,1,2,1,1,6
618,,,,,,,,,,,,,,,,,,,1,,1,2,5,9
619,,,,,,,,,,,,,,,,2,,1,1,,2,,,6
620,,,,,,,,,,,,,,,,1,,,,,6,,4,11
621,,,,,,,,,,,,,,,,,1,1,,,3,1,,6
622,,,,,,,,,,,,,,1,,,1,,,,3,,2,7
623,,,,,,,,,,,,,,,,,2,,,2,5,,2,11
624,,,,,,,,,,,,,,,,1,,,,1,5,2,1,10
625,,,,,,,,,,,,,,,1,,,1,,,5,3,7,17
626,,,,,,,,,,,,,,,,,,,,,4,1,3,8
627,,,,,,,,,,,,,,,,,,,,,3,3,2,8
628,,,,,,,,,,,,,,1,,,,1,1,1,1,,3,8
629,,,,,,,,,,,,,,,,,,2,,1,3,1,4,11
630,,,,,,,,,,,,,,,,,2,,,,2,2,3,9
631,,,,,,,,,,,,,1,,,,,,,2,1,2,4,10
632,,,,,,,,,,,,,,,,,1,,1,1,1,1,2,7
633,,,,,,,,,,,,,,,,,,,,,2,2,4,8
634,,,,,,,,,,,,,,,,1,,,1,,5,,6,13
635,,,,,,,,,,,,,,,,,1,1,,,3,1,2,8
636,,,,,,,,,,,,,,,,,1,1,,2,3,1,2,10
637,,,,,,,,,,,,,,,,,,,,,4,,2,6
638,,,,,,,,,,,,,,,,,1,,,1,1,1,2,6
639,,,,,,,,,,,,,,,,,,,1,,4,2,10,17
640,,,,,,,,,,,,,,,,,1,,,,,1,2,4
641,,,,,,,,,,2,,,,,,,,1,,2,,,3,8
642,,,,,,,,,,,,,,,,,1,1,,,2,1,2,7
643,,,,,,,,,,1,,,,,1,,2,,2,,2,,7,15
644,,,,,,,,,,,,,,,,,,,,3,4,1,1,9
645,,,,,,,,,,,,,,,,1,,,,,5,,2,8
646,,,,,,,,,,,,,,,,,,,1,1,6,,5,13
647,,,,,,,,,,,,,,,,,1,1,1,1,6,,2,12
648,,,,,,,,,,,,,,,,,,,,1,6,1,1,9
649,,,,,,,,,,,,,,,,,,,1,1,1,2,4,9
650,,,,,,,,,,,,,,,1,,1,1,,1,2,1,,7
651,,,,,,,,,,,,,,,,,,,1,1,3,1,4,10
652,,,,,,,,,,,,,,,,,,1,,,4,,2,7
653,,,,,,,,,,,,,,,,,,1,,1,3,3,2,10
654,,,,,,,,,,,,,,,,1,,,,,1,,,2
655,,,,,,,,,,,,,,,,,,,,,2,2,6,10
656,,,,,,,,,,1,,,,,,,,,,,3,2,2,8
657,,,,,,,,,,,,,,,1,,2,1,,1,3,2,2,12
658,,,,,,,,,,,,,,,,,,3,,,1,1,1,6
659,,,,,,,,,,,,,,,,,1,,,,1,2,,4
660,,,,,,,,,,,,,,,,,,1,,1,2,1,1,6
661,,,,,,,,,,,,1,,,,1,,,,,4,,1,7
662,,,,,,,,,,,,,,,,,,,,1,2,,,3
663,,,,,,,,,,,,,,,,,3,,2,,6,,1,12
664,,,,,,,,,,,,,,,,,1,,,,,,1,2
665,,,,,,,,,,,,,,,,,,,,1,4,1,1,7
666,,,,,,,,,,,,,,,,,,1,,,4,,6,11
667,,,,,,,,,,,,,,,,,,1,,1,1,1,1,5
668,,,,,,,,,,,1,,,,,,1,,2,,2,1,3,10
669,,,,,,,,,,,,,,,,1,,,,,1,,2,4
670,,,,,,,,,,,,,,,1,,1,3,,,,,1,6
671,,,,,,,,,,,,,,,,,1,1,1,,3,,2,8
672,,,,,,,,,,,,,,,,,,1,,,3,1,2,7
673,,,,,,,,,,,,,,,,,,1,,,3,1,,5
674,,,,,,,,,,,,,,,,,,,,,1,1,2,4
675,,,,,,,,,,,,,,,1,,,1,,,3,1,2,8
676,,,,,,,,,,,,,,,,,,,,,,1,1,2
677,,,,,,,,,,,,,,,,,,,,,6,1,1,8
678,,,,,,,,,,,,,,,,,,,,2,4,,1,7
679,,,,,,,,,,,,,,,,,,4,,1,6,1,1,13
680,,,,,,,,,,2,3,1,,,,1,6,2,3,2,19,7,6,52
Grand Total,255,299,279,360,615,1039,455,245,1846,864,1154,704,570,377,456,548,1051,784,435,361,954,390,785,14826
