unique_words/months,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Grand Total
213,,,,,1,1,,,,,1,,,,2,,3,,1,1,1,,,11
214,,,,,,,,,,1,,,1,,,,,,1,,,,1,4
215,,,,,,,,,2,,1,,,,1,1,2,1,,1,2,,1,12
216,,,,,,,,,1,,,1,1,,,1,1,1,,3,1,,1,11
217,,,,,,,,,,,1,,2,1,1,3,2,2,1,1,1,,,15
218,,,,,,1,,,,2,1,,,1,,,2,1,,1,,,,9
219,,,,,,,,,,,2,,3,1,,,3,1,,,1,,,11
220,,,,,,,,,1,1,1,1,,,,2,2,2,,1,,2,1,14
221,,,,,,,,,1,,2,3,2,1,1,1,,3,,,,1,2,17
222,,,,,,,,,,,1,1,2,,1,1,2,,,,,,1,9
223,,,,,,,,,1,,,1,,1,,,1,3,,,1,,,8
224,,,,,,,,,,,2,,,,,1,1,1,1,,1,,,7
225,,,,,,,,,1,1,,2,1,,1,1,,1,1,2,,1,,12
226,,,,,,,,,,1,2,3,2,1,1,1,3,4,1,1,1,,,21
227,,,,,,,,,,,,1,,,,,,1,1,3,,1,,7
228,,,,,,,,,,,,1,,,1,,4,,,1,,,2,9
229,,,,,,,,,2,,,1,1,1,,,1,,1,1,,,,8
230,,,,,,,,,1,,1,3,1,,,,1,1,1,2,,,,11
231,,,,,,,,,1,,1,1,1,,2,,1,2,3,,,,2,14
232,,,,,,,,,1,1,,,,3,,,4,1,,,1,,,11
233,,,,,,,,,,,1,,,1,2,,2,1,,1,,,,8
234,,,,1,,,,,,1,1,2,2,,1,,2,3,,2,,,2,17
235,,,,1,,,,,2,,1,1,,1,,2,1,3,,1,2,,1,16
236,,,,,,,,,,,,,1,,,,2,,1,,,,2,6
237,,,,,,,,,1,,1,1,,1,,3,2,1,,,,1,,11
238,,,,,,,,,1,,,1,,,,2,,4,,1,,,,9
239,,,,,,,,,,,,2,2,,,,2,,,1,1,1,,9
240,1,,,,,,,1,2,1,,,,,1,1,1,2,,,,2,,12
241,,,,,,,,1,3,1,,,,,,,,,,,1,,1,7
242,,,,,,,,,2,,1,2,3,1,,1,1,1,1,,2,1,1,17
